feed_id,country,provider,name,url,licence,licence_url,attribution
odpt-JoshinKankoBus-AllLines-vp,JP,株式会社上信観光バス,株式会社上信観光バス　乗合事業課,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_JoshinKankoBus_AllLines_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
odpt-GunmaBus-AllLines-vp,JP,株式会社群馬バス,株式会社群馬バス,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_GunmaBus_AllLines_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
odpt-NagaiTransportation-AllLines-vp,JP,永井運輸株式会社,永井バス（永井運輸株式会社）,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_NagaiTransportation_AllLines_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
jbda-nagai-unyu-Nagaibus-vp,JP,永井運輸株式会社,永井バス,https://nagai.nolbe.net/buslocation/VehiclePosition.pb,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
odpt-KiyoseCity-KiyoBus-vp,JP,清瀬市,きよバス,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_KiyoseCity_KiyoBus_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
jbda-namerikawacity-norumycar-vp,JP,滑川市,コミュニティバス「のるmycar」,https://gtfs-rt-files.buscatch.jp/toyama/namerikawa-city/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-kuma-bus-kuma-bus-vp,JP,熊本バス,熊本バス,https://km.bus-vision.jp/realtime/kumabus_vpos_update.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-kumamoto-toshibus-kumamoto-toshibus-vp,JP,熊本都市バス,熊本都市バス,https://km.bus-vision.jp/realtime/toshibus_vpos_update.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-kumamotodentetsu-kumamotodentetsu-bus-vp,JP,熊本電鉄,熊本電鉄バス,https://km.bus-vision.jp/realtime/dentetsu_vpos_update.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-kumagayacity-yuuyuubus-vp,JP,熊谷市,熊谷市ゆうゆうバス,http://kumagaya.bus-go.com/GTFS-RT/encode_vehicle.php,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-sankobus-sankobus-vp,JP,産交バス,産交バス,https://km.bus-vision.jp/realtime/sankobus_vpos_update.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-chitacity-chita-aiaibus-vp,JP,知多市,知多市コミュニティバス「あいあいバス」,https://realtime.gtfs.info/chita/vehicle.pb,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
jbda-tonamicity-tonamishieibasu-vp,JP,砺波市,砺波市営バス,https://gtfs-rt-files.buscatch.jp/toyama/tonami-city/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-tateyamatown-tateyama-vp,JP,立山町,立山町営バス,https://gtfs-rt-files.buscatch.jp/toyama/tateyama-town/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
odpt-GunmachuoBus-AllLines-vp,JP,群馬中央バス株式会社,群馬中央バス株式会社,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_GunmachuoBus_AllLines_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
jbda-komonotown-communitybus-vp,JP,菰野町,菰野町「かもしか号」,https://bus-vision.jp/realtime/komono_vpos_update_v2.bin,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,
odpt-Kan_etsuTransportation-AllLines-vp,JP,関越交通株式会社,関越交通バス,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_Kan_etsuTransportation_AllLines_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
odpt-AomoriCity-AllLines-vp,JP,青森市企業局交通部,青森市営バス路線情報,https://api-public.odpt.org/api/v4/gtfs/realtime/odpt_AomoriCity_AllLines_vehicle,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
jbda-takaokacity-koueibus-vp,JP,高岡市,高岡市公営バス,https://gtfs-rt-files.buscatch.jp/toyama/takaoka-city/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-uozucity-omotenashi-vp,JP,魚津市,おもてなし魚津直行便,https://gtfs-rt-files.buscatch.jp/toyama/uozu_omotenashi/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-uozucity-junkai-vp,JP,魚津市,魚津市民バス,https://gtfs-rt-files.buscatch.jp/toyama/uozu_shimin/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-kurobecity-ishida-aimoto-vp,JP,黒部市,石田・愛本,https://gtfs-rt-files.buscatch.jp/toyama/kurobe_city_bus/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
jbda-kurobecity-shinkansenikujisen-vp,JP,黒部市,新幹線生地線,https://gtfs-rt-files.buscatch.jp/toyama/kurobe_shinkansen/VehiclePositions.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,
mdb-3489,LK,Lanka Metro Transit,LMT Metrobus Realtime (Vehicle Positions),https://api.transit.seyone.dev/api/v1/realtime/vehicle-positions,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,
mdb-1646,NL,OVapi,Netherlands aggregate,http://gtfs.ovapi.nl/nl/vehiclePositions.pb,operator terms,https://old.datahub.io/dataset/gtfs-nl,
entur-national,NO,Entur,Norway national vehicle positions,https://api.entur.io/realtime/v1/gtfs-rt/vehicle-positions,NLOD 2.0,https://data.norge.no/nlod/en/,
mdb-3428,PL,PKS w Rzeszowie S.A.,,https://www.mpkrzeszow.pl/gtfs-pks/rt/gtfsrt.pb,operator terms,https://www.mpkrzeszow.pl/otwartedane/,
mdb-3429,PL,Rzeszowski Transport Miejski,,https://www.mpkrzeszow.pl/gtfs/rt/gtfsrt.pb,operator terms,https://www.mpkrzeszow.pl/otwartedane/,
mdb-1968,PL,Zarząd Dróg i Transportu Miejskiego (ZDiTM),,https://www.zditm.szczecin.pl/storage/gtfs/gtfs-rt-vehicles.pb,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,
mdb-2335,PL,Zarząd Transportu Miejskiego Poznań (ZTM Poznań),,https://www.ztm.poznan.pl/pl/dla-deweloperow/getGtfsRtFile/?file=vehicle_positions.pb,operator terms,https://www.ztm.poznan.pl/otwarte-dane/dla-deweloperow/,
mdb-2376,UA,Lvivavtodor,,https://track.ua-gis.com/gtfs/lviv/vehicle_position,operator terms,https://opendata.city-adm.lviv.ua/ne/dataset/lviv-public-transport-gtfs-real-time/resource/d45fd95a-ffc9-45b1-be05-52012707d51f?inner_span=True,
mdb-1427,US,Capital Metro,,https://data.texas.gov/download/eiei-9rpf/application%2Foctet-stream,operator terms,https://www.capmetro.org/metrolabs/,
mdb-1430,US,Central Ohio Transit Authority,,http://realtime.cota.com/TMGTFSRealTimeWebService/Vehicle/VehiclePositions.pb,operator terms,https://www.cota.com/data/,
mdb-1448,US,Community Transit,,https://s3.amazonaws.com/commtrans-realtime-prod/vehiclepositions.pb,operator terms,https://www.communitytransit.org/OpenData,
mdb-1771,US,Des Moines Area Regional Transit Authority (DART),,https://www.ridedart.com/gtfs/real-time/vehicle-positions,operator terms,https://www.ridedart.com/open-data-policy-and-terms-use,
mdb-1461,US,Duluth Transit,,https://duluthtransit.com/gtfsrt/Vehicle/VehiclePositions.pb,operator terms,https://www.duluthtransit.com/home/doing-business/developer-resources/,
mdb-3410,US,Greater Cleveland Regional Transit Authority (GCRTA),,https://gtfs-rt.gcrta.vontascloud.com/TMGTFSRealTimeWebService/Vehicle/VehiclePositions.pb,operator terms,https://www.riderta.com/developers,
mdb-2645,US,Greater Portland Metro Bus,,https://gtfsrt.gptd.cadavl.com/ProfilGtfsRt2_0RSProducer-GPTD/VehiclePosition.pb,operator terms,https://www.gpmetro.org/about-us/projects-initiatives/developers/,
mdb-1542,US,King County Metro,,https://s3.amazonaws.com/kcm-alerts-realtime-prod/vehiclepositions.pb,operator terms,https://kingcounty.gov/depts/transportation/metro/travel-options/bus/app-center/developer-resources/terms-of-use.aspx,"Transit scheduling, geographic, and real-time data provided by permission of King County"
mdb-1414,US,Metro St. Louis,,https://www.metrostlouis.org/RealTimeData/StlRealTimeVehicles.pb,operator terms,https://www.metrostlouis.org/developer-resources/,
mdb-1683,US,Metro Transit,,https://svc.metrotransit.org/mtgtfs/vehiclepositions.pb,operator terms,https://svc.metrotransit.org,
mdb-2097,US,Metro Transit - City of Madison,,https://metromap.cityofmadison.com/gtfsrt/vehicles,operator terms,http://www.cityofmadison.com/metro/Apps/developers.cfm,
mdb-2110,US,Mountain View Transportation Management Association (MVgo),,https://mtma.tripshot.com/v1/gtfs/realtime/feed/mvgo?types=VehiclePosition,operator terms,https://mvgo.org/developers/,
mdb-1622,US,Nashville MTA WeGo Public Transit,,http://transitdata.nashvillemta.org/TMGTFSRealTimeWebService/vehicle/vehiclepositions.pb,operator terms,https://www.wegotransit.com/contact-us/data-request-submission/,
mdb-1910,US,Santa Cruz Metro (SCMTD),,https://rt.scmetro.org/gtfsrt/vehicles,operator terms,https://scmtd.com/en/riders-guide/google-transit/gtfs-dev-data,
mdb-1781,US,Springfield Mass Transit District (SMTD),,http://ride.smtd.org/gtfsrt/vehicles,operator terms,https://www.smtd.org/gtfs-information/,
mdb-1722,US,Valley Metro,,https://app.mecatran.com/utw/ws/gtfsfeed/vehicles/valleymetro?apiKey=4f22263f69671d7f49726c3011333e527368211f,operator terms,https://phoenixopendata.com/dataset/valley-metro-bus-schedule/resource/28ccc0a5-49c8-495c-b91f-193de5ce2cb7,
mdb-2454,US,Valley Regional Transit,,https://s3.amazonaws.com/etatransit.gtfs/valleyregionaltransit.etaspot.net/position_updates.pb,operator terms,https://www.valleyregionaltransit.org/about-us/resources/,
mdb-1740,US,Votran,,http://realtimevotran.availtec.com/infopoint/GTFS-Realtime.ashx?&Type=VehiclePosition,operator terms,http://www.votran.org/about-us/data.stml,
